Model,Year,Price,Body,Storage,Display,Camera,Colours
Microsoft Lumia 650,Released 2016, February,About 150 EUR,122g, 6.9mm thickness,16GB storage, microSD card slot,5.0",8 MP, f/2.2, 28mm, 1/4", AF,Black, White
Microsoft Lumia 950 XL Dual SIM,Released 2015, December,About 350 EUR,165g, 8.1mm thickness,32GB storage, microSD card slot,5.7",20 MP, f/1.9, 26mm, 1/2.4", 1.12µm, OIS, AF,Black, White
Microsoft Lumia 950 XL,Released 2015, November,About 350 EUR,165g, 8.1mm thickness,32GB storage, microSD card slot,5.7",20 MP, f/1.9, 26mm, 1/2.4", 1.12µm, OIS, AF,Black, White
Microsoft Lumia 950 Dual SIM,Released 2015, December,About 280 EUR,150g, 8.2mm thickness,32GB storage, microSD card slot,5.2",20 MP, f/1.9, 26mm, 1/2.4", 1.12µm, OIS, AF,Black, White
Microsoft Lumia 950,Released 2015, November,About 280 EUR,150g, 8.2mm thickness,32GB storage, microSD card slot,5.2",20 MP, f/1.9, 26mm, 1/2.4", 1.12µm, OIS, AF,Black, White
Microsoft Lumia 550,Released 2015, December,About 90 EUR,141.9, 9.9mm thickness,8GB storage, microSD card slot,4.7",5 MP, f/2.4, 1/4", AF,Black, White
Microsoft Lumia 540 Dual SIM,Released 2015, May,About 100 EUR,152g, 8.6mm thickness,8GB storage, microSD card slot,5.0",8 MP, f/2.2, 28mm, 1/4", AF,Orange, white, black, gray, blue
Microsoft Lumia 430 Dual SIM,Released 2015, May,About 70 EUR,127.9g, 10.6mm thickness,8GB storage, microSD card slot,4.0",2 MP, f/2.2, 1/5",Black, Orange
Microsoft Lumia 640 XL LTE Dual SIM,Released 2015, April,About 200 EUR,171g, 9mm thickness,8GB storage, microSD card slot,5.7",13 MP, f/2.0, 28mm, 1/3", AF,Matte cyan, Orange, Black, Matte white, Glossy white
Microsoft Lumia 640 XL LTE,Released 2015, April,About 200 EUR,171g, 9mm thickness,8GB storage, microSD card slot,5.7",13 MP, f/2.0, 28mm, 1/3", AF,Matte cyan, Orange, Black, Matte white, Glossy white
Microsoft Lumia 640 XL Dual SIM,Released 2015, April,About 170 EUR,171g, 9mm thickness,8GB storage, microSD card slot,5.7",13 MP, f/2.0, 28mm, 1/3", AF,Matte cyan, Orange, Black, Matte white, Glossy white
Microsoft Lumia 640 XL,Released 2015, April,About 170 EUR,171g, 9mm thickness,8GB storage, microSD card slot,5.7",13 MP, f/2.0, 28mm, 1/3", AF,Matte cyan, Orange, Black, Matte white, Glossy white
Microsoft Lumia 640 LTE Dual SIM,Released 2015, April,About 150 EUR,145g, 8.8mm thickness,8GB storage, microSD card slot,5.0",8 MP, f/2.2, 28mm, 1/4", AF,Glossy cyan, Orange, White, Matte black
Microsoft Lumia 640 LTE,Released 2015, April,About 120 EUR,145g, 8.8mm thickness,8GB storage, microSD card slot,5.0",8 MP, f/2.2, 28mm, 1/4", AF,Glossy cyan, Orange, White, Matte black
Microsoft Lumia 640 Dual SIM,Released 2015, April,About 170 EUR,145g, 8.8mm thickness,8GB storage, microSD card slot,5.0",8 MP, f/2.2, 28mm, 1/4", AF,Glossy cyan, Orange, White, Matte black
Microsoft Lumia 532 Dual SIM,Released 2015, February,About 90 EUR,136.3g, 11.6mm thickness,8GB storage, microSD card slot,4.0",5 MP, f/2.4, 28mm, 1/4",Black, White, Green, Orange
Microsoft Lumia 532,Released 2015, February,About 90 EUR,136.3g, 11.6mm thickness,8GB storage, microSD card slot,4.0",5 MP, f/2.4, 28mm,Black, White, Green, Orange
Microsoft Lumia 435 Dual SIM,Released 2015, February,About 70 EUR,134.1g, 11.7mm thickness,8GB storage, microSD card slot,4.0",2 MP, f/2.7, 36mm, 1/5",Black, White, Green, Orange
Microsoft Lumia 435,Released 2015, March,About 70 EUR,134.1g, 11.7mm thickness,8GB storage, microSD card slot,4.0",2 MP, f/2.7, 36mm, 1/5",Black, White, Green, Orange
Microsoft Lumia 535 Dual SIM,Released 2014, December,About 80 EUR,146g, 8.8mm thickness,8GB storage, microSD card slot,5.0",5 MP, f/2.4, 28mm, 1/4", AF,Orange, green, white, black, gray, blue
Microsoft Lumia 535,Released 2014, December,About 80 EUR,146g, 8.8mm thickness,8GB storage, microSD card slot,5.0",5 MP, f/2.4, 28mm, 1/4", AF,Orange, green, white, black, gray, blue
Microsoft Surface 2,Released 2013, October,About 330 EUR,675.9g, 8.9mm thickness,32/64GB storage, microSD card slot,10.6",5 MP, AF,Dark Titanium
Microsoft Surface,Released 2012, November,About 260 EUR,680.4g, 9.4mm thickness,32/64GB storage, microSD card slot,10.6",1.2 MP,Dark Titanium
Microsoft Kin TWOm,Released 2010, November,About 160 EUR,133g, 16.3mm thickness,8GB storage, no card slot,3.4",8 MP, AF,Black
Microsoft Kin ONEm,Released 2010, November,About 90 EUR,110.6, 18.5mm thickness,4GB storage, no card slot,2.6",5 MP, AF,Black
